phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,R11[0.27]&MethylOleate[0.73],mixture,R11,MethylOleate,0.27,698.0597,1513766.6297534418,-0.05,-1.0,-1.0,1.0
INIT,2,EthyleneOxide[0.11]&R21[0.89],mixture,EthyleneOxide,R21,0.11,453.39840000000004,5544589.088980827,0.023430660526471934,26.686458285473662,19.293234907623418,2.0
INIT,3,EthyleneOxide[0.50]&R11[0.50],mixture,EthyleneOxide,R11,0.5,470.015,6315442.485119077,0.1123386976773354,24.387658685632854,3.0427557692102294,3.0
INIT,4,R1233zd(E)[0.24]&R236EA[0.76],mixture,R1233zd(E),R236EA,0.24,418.95840000000004,3639828.330375977,0.09855138169527433,24.347145773165675,2.741239129967178,4.0
INIT,5,R11[0.32]&EthyleneOxide[0.68],mixture,R11,EthyleneOxide,0.32,469.62080000000003,6813754.47728134,0.12169020327902348,25.019727837065414,2.4923975788296575,5.0
OPT,6,MM[0.49]&R236EA[0.51],mixture,MM,R236EA,0.49,464.5074,2822089.063672635,0.020331527647986434,2.1662463927025852,1.3267837130161546,6.0
OPT,7,R40[0.49]&Benzene[0.51],mixture,R40,Benzene,0.49,490.6172,5780359.552192068,0.06706779565267185,11.3966531816084,3.2710357669765506,7.0
OPT,8,cis-2-Butene[0.50]&CycloHexane[0.50],mixture,cis-2-Butene,CycloHexane,0.5,494.675,4065130.216528715,0.09933901097224647,9.963132111435478,1.1384385998539883,8.0
OPT,9,n-Octane[0.50]&HeavyWater[0.50],mixture,n-Octane,HeavyWater,0.5,606.2935,11091002.096736848,0.029956025260669938,9.65405369051938,5.7920406777954065,9.0
OPT,10,R1234ze(Z)[0.50]&trans-2-Butene[0.50],mixture,R1234ze(Z),trans-2-Butene,0.5,425.94,4120900.1058446085,0.09647491994147962,22.411035630639372,3.490192778762069,10.0
OPT,11,MethylOleate[0.49]&D4[0.51],mixture,MethylOleate,D4,0.49,682.2950000000001,1373824.864052022,-0.05,-1.0,-1.0,11.0
OPT,12,Ethanol[0.50]&MethylOleate[0.50],mixture,Ethanol,MethylOleate,0.5,648.355,1303370.4586037302,-0.05,-1.0,-1.0,12.0
OPT,13,MethylPalmitate[0.49]&MethylLinoleate[0.51],mixture,MethylPalmitate,MethylLinoleate,0.49,763.8359985166205,1364066.55114042,-0.05,-1.0,-1.0,13.0
OPT,14,EthyleneOxide[0.48]&R40[0.52],mixture,EthyleneOxide,R40,0.48,441.55760000000004,7611580.7998034125,0.12074153266722358,45.08411447590687,4.8160111769951985,14.0
OPT,15,MD3M[0.50]&Neopentane[0.50],mixture,MD3M,Neopentane,0.5,531.35,1373568.0625924468,-0.05,-1.0,-1.0,15.0
OPT,16,o-Xylene[0.50]&Methanol[0.50],mixture,o-Xylene,Methanol,0.5,571.8195000000001,6922187.5632830085,0.056161753113799416,1.250909510624996,0.3241189386701214,16.0
OPT,17,SulfurDioxide[0.50]&CycloHexane[0.50],mixture,SulfurDioxide,CycloHexane,0.5,492.12,7483336.613943628,0.022401556520419454,10.42754600359521,6.917475674363278,17.0
OPT,18,n-Decane[0.50]&MethylOleate[0.50],mixture,n-Decane,MethylOleate,0.5,699.85,1569393.1256588525,-0.05,-1.0,-1.0,18.0
OPT,19,1-Butene[0.50]&SulfurDioxide[0.50],mixture,1-Butene,SulfurDioxide,0.5,424.96500000000003,8652124.944663325,0.09065190590664578,44.13714312574767,8.035776378661739,19.0
OPT,20,CycloHexane[0.50]&MethylLinolenate[0.50],mixture,CycloHexane,MethylLinolenate,0.5,676.3,1947481.9717378884,-0.05,-1.0,-1.0,20.0
