phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,MethylPalmitate[0.48]&Dichloroethane[0.52],mixture,MethylPalmitate,Dichloroethane,0.48,654.432,2062174.7959017202,-0.05,-1.0,-1.0,1.0
INIT,2,trans-2-Butene[0.49]&Isohexane[0.51],mixture,trans-2-Butene,Isohexane,0.49,463.84590000000003,3315517.5231473036,0.10420951757789121,14.673250113380952,1.3732104646788732,2.0
INIT,3,Cyclopentane[0.50]&MD3M[0.50],mixture,Cyclopentane,MD3M,0.5,570.34,1500274.660368653,-0.05,-1.0,-1.0,3.0
INIT,4,SulfurDioxide[0.47]&Acetone[0.53],mixture,SulfurDioxide,Acetone,0.47000000000000003,502.99812403576027,7014189.153338723,0.12237032263330841,16.3099677530597,1.1561231802641565,4.0
INIT,5,R365MFC[0.50]&n-Octane[0.50],mixture,R365MFC,n-Octane,0.5,514.37,3048491.959264834,0.07871411233156898,3.7307511569485015,0.402737056090983,5.0
OPT,1,Acetone[0.50]&SulfurDioxide[0.50],mixture,Acetone,SulfurDioxide,0.5,501.802114984375,7211423.683317027,0.03066621643641056,17.055552307716955,10.490294624969644,6.0
OPT,2,trans-2-Butene[0.50]&Isohexane[0.50],mixture,trans-2-Butene,Isohexane,0.5,463.155,3324245.5417636847,0.10239639659381435,13.771877329172113,1.379150998520214,7.0
OPT,3,Isohexane[0.37]&Acetone[0.63],mixture,Isohexane,Acetone,0.37,504.252,4860915.128466649,0.12263806221635029,9.995555806201269,0.6445539629567327,8.0
OPT,4,Acetone[0.50]&Isohexane[0.50],mixture,Acetone,Isohexane,0.5,502.9,4652569.956627326,0.11416327577568218,8.476791555846537,0.681881631936342,9.0
OPT,5,Acetone[0.09]&m-Xylene[0.91],mixture,Acetone,m-Xylene,0.09,607.0989000000001,3810316.2369651687,0.07458116666843988,1.3647877124325105,0.16222198648392244,10.0
OPT,6,Acetone[0.18]&n-Octane[0.82],mixture,Acetone,n-Octane,0.18,559.4691350989567,3067466.3957069623,0.010084922227529053,2.270322838933558,1.8222756936426507,11.0
OPT,7,Acetone[0.50]&R365MFC[0.50],mixture,Acetone,R365MFC,0.5,484.05,3952269.802068541,0.120109727191968,10.150250147050539,0.6246220880866247,12.0
OPT,8,Acetone[0.05]&Isopentane[0.95],mixture,Acetone,Isopentane,0.05,459.16816973754095,3415611.6067332835,0.1121054842780613,14.72727953339763,1.3319653496622907,13.0
OPT,9,Acetone[0.50]&Isopentane[0.50],mixture,Acetone,Isopentane,0.5,465.0655296171875,3851764.4274495086,0.12439128141557057,14.866277722254342,0.9680277224251104,14.0
OPT,10,Acetone[0.09]&Isohexane[0.91],mixture,Acetone,Isohexane,0.09,498.63599999999997,3407211.9164720844,0.11529822963112564,7.7691790576467765,0.4569762267041244,15.0
OPT,11,Acetone[0.05]&Water[0.95],mixture,Acetone,Water,0.05,636.1274791779431,20001220.480960984,-0.05,-1.0,-1.0,16.0
OPT,12,Acetone[0.46]&Isohexane[0.54],mixture,Acetone,Isohexane,0.46,502.48400000000004,4567295.659590811,0.11822391560418086,9.382423651914618,0.6545641178080552,17.0
OPT,13,Acetone[0.43]&Isohexane[0.57],mixture,Acetone,Isohexane,0.43,502.17199999999997,4497404.913510374,0.11932651683943506,9.696295128055658,0.6423993626594678,18.0
OPT,14,Acetone[0.05]&Toluene[0.95],mixture,Acetone,Toluene,0.05,588.583383807845,4252954.822895415,0.12445703563313087,2.334701889273033,0.08771663810017648,19.0
OPT,15,R365MFC[0.50]&Toluene[0.50],mixture,R365MFC,Toluene,0.5,525.875,3957500.174045064,0.10413814988812721,5.037458259771192,0.34144513040418845,20.0
