phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,DimethylCarbonate[0.50]&R113[0.50],mixture,DimethylCarbonate,R113,0.5,522.105,4691778.349977343,0.03680800828115698,7.5522431251587605,4.022316245690485,1.0
INIT,2,DimethylCarbonate[0.39]&MethylOleate[0.61],mixture,DimethylCarbonate,MethylOleate,0.39,694.25,2427218.500298149,-0.05,-1.0,-1.0,2.0
INIT,3,n-Butane[0.46]&Methanol[0.54],mixture,n-Butane,Methanol,0.46,431.65208394897485,5417552.085768489,0.08629441756468742,24.587120033996726,3.8842608050238407,3.0
INIT,4,n-Butane[0.42]&Neopentane[0.58],mixture,n-Butane,Neopentane,0.42,430.1217,3397434.125757788,0.10599720242289458,23.85040637119288,2.6493418766342507,4.0
INIT,5,MethylOleate[0.33]&Methanol[0.67],mixture,MethylOleate,Methanol,0.33,602.0246,2660054.9475337397,-0.05,-1.0,-1.0,5.0
OPT,6,n-Butane[0.50]&R245fa[0.50],mixture,n-Butane,R245fa,0.5,405.776711484375,3557108.1950331107,0.09754053800389245,31.252963457019465,3.6758025831019765,6.0
OPT,7,Novec649[0.50]&Isopentane[0.50],mixture,Novec649,Isopentane,0.5,451.08000000000004,2446915.0170248915,0.09865884114841998,11.355499880908376,0.8024864496214827,7.0
OPT,8,Novec649[0.49]&cis-2-Butene[0.51],mixture,Novec649,cis-2-Butene,0.49,438.7194,2735077.012298709,0.08894487231733993,12.644688518571714,1.3545785408820141,8.0
OPT,9,Neopentane[0.49]&n-Undecane[0.51],mixture,Neopentane,n-Undecane,0.49,538.3206,2171926.4218327054,-0.05,-1.0,-1.0,9.0
OPT,10,MM[0.49]&Novec649[0.51],mixture,MM,Novec649,0.49,479.4861,1922681.045485776,0.0933663294090612,5.79446701862442,0.23705708617625054,10.0
OPT,11,n-Heptane[0.49]&DiethylEther[0.51],mixture,n-Heptane,DiethylEther,0.49,502.71500000000003,3297599.338654109,0.10393126638974598,6.802605603472503,0.4452444837274717,11.0
OPT,12,R114[0.49]&Methanol[0.51],mixture,R114,Methanol,0.49,467.0505,6094800.62152606,0.10261964811227393,24.32272510499087,2.318894238346337,12.0
OPT,13,R11[0.48]&EthyleneOxide[0.52],mixture,R11,EthyleneOxide,0.48,469.9712,6376938.842610314,0.12380266403300659,24.62782027400091,2.2733289049509757,13.0
OPT,14,R245fa[0.48]&EthyleneOxide[0.52],mixture,R245fa,EthyleneOxide,0.48,448.8032,6661965.873833515,0.1091886691601558,32.06727765187066,3.3844262556260167,14.0
OPT,15,Methanol[0.50]&Neopentane[0.50],mixture,Methanol,Neopentane,0.5,473.56,7630418.866212439,0.11231289931827483,27.06090782052806,2.0064003675342033,15.0
OPT,16,Ethanol[0.49]&SulfurDioxide[0.51],mixture,Ethanol,SulfurDioxide,0.49,489.430536803943,8736219.250960637,0.09134198478646972,18.312532204598927,2.4617278712282014,16.0
OPT,17,SulfurDioxide[0.50]&Methanol[0.50],mixture,SulfurDioxide,Methanol,0.5,484.676115765625,9761902.154420475,0.10349351091130912,23.812138286580403,2.7634826120084277,17.0
OPT,18,n-Pentane[0.49]&SulfurDioxide[0.51],mixture,n-Pentane,SulfurDioxide,0.49,449.7794,7322396.306764211,0.08938013878893623,36.03635241070297,6.06739130739871,18.0
OPT,19,R245fa[0.50]&CycloHexane[0.50],mixture,R245fa,CycloHexane,0.5,490.305,4533813.684234571,0.10088598881426336,10.818491339407345,1.0100905663926376,19.0
OPT,20,n-Undecane[0.48]&MethylLinoleate[0.52],mixture,n-Undecane,MethylLinoleate,0.48,708.064,1699751.1278890502,-0.05,-1.0,-1.0,20.0
