order,mixture
1,1-Butene[0.48]&IsoButene[0.52]
2,MethylLinolenate[0.50]&DiethylEther[0.50]
3,n-Pentane[0.49]&MethylLinoleate[0.51]
4,R365MFC[0.50]&MethylPalmitate[0.50]
1,IsoButene[0.47]&1-Butene[0.53]
2,IsoButene[0.29]&1-Butene[0.71]
3,IsoButene[0.34]&1-Butene[0.66]
4,IsoButene[0.44]&1-Butene[0.56]
5,1-Butene[0.50]&IsoButene[0.50]
6,1-Butene[0.49]&IsoButene[0.51]
7,1-Butene[0.08]&Water[0.92]
8,1-Butene[0.41]&IsoButene[0.59]
9,1-Butene[0.40]&IsoButene[0.60]
10,1-Butene[0.06]&MethylLinoleate[0.94]
11,1-Butene[0.39]&IsoButene[0.61]
12,1-Butene[0.38]&IsoButene[0.62]
13,1-Butene[0.21]&n-Pentane[0.79]
14,n-Pentane[0.28]&1-Butene[0.72]
15,n-Pentane[0.18]&1-Butene[0.82]
