phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,n-Decane[0.50]&D6[0.50],mixture,n-Decane,D6,0.5,631.74,1271312.677415677,0.07652121955874325,0.10671236211234172,0.0021233647374143613
INIT,2,Isohexane[0.50]&R245ca[0.50],mixture,Isohexane,R245ca,0.5,472.635,3927635.278182285,0.11659933663560157,14.350252193785128,0.8008257527950443
INIT,3,Toluene[0.50]&Cyclopentane[0.50],mixture,Toluene,Cyclopentane,0.5,551.735,4327793.207696328,0.11709688458121591,4.583308505114674,0.27440205976040244
INIT,4,m-Xylene[0.40]&Isohexane[0.60],mixture,m-Xylene,Isohexane,0.4,545.376,3281691.979771407,0.10028012021435559,2.8909502639962725,0.19206436104371988
INIT,5,D6[0.34]&Isohexane[0.66],mixture,D6,Isohexane,0.34,548.0472,1592545.791083991,-0.05,-1.0,-1.0
INIT,6,Isohexane[0.45]&R245fa[0.55],mixture,Isohexane,R245fa,0.45,458.82050000000004,3856874.3538077064,0.11249510971755926,18.083588713436868,1.1432771797108041
INIT,7,D6[0.35]&R245fa[0.65],mixture,D6,R245fa,0.35000000000000003,503.5795,1501233.5743253205,-0.05,-1.0,-1.0
INIT,8,n-Decane[0.44]&R245ca[0.56],mixture,n-Decane,R245ca,0.44,522.4272000000001,3104112.1175813954,0.016339918184963203,1.1765081889685727,0.7387900678503632
OPT,9,R236EA[0.49]&R365MFC[0.51],mixture,R236EA,R365MFC,0.49,436.6956,3416581.064547125,0.10708881779811284,18.889379951569968,1.3719676519974144
OPT,10,DimethylCarbonate[0.48]&n-Dodecane[0.52],mixture,DimethylCarbonate,n-Dodecane,0.48,609.5720000000001,3398687.2525273846,0.032976874652383845,0.2929656239990579,0.09434846259025258
OPT,11,n-Heptane[0.50]&DimethylCarbonate[0.50],mixture,n-Heptane,DimethylCarbonate,0.5,528.9145297265625,3459412.3499968583,0.12121446427646554,4.075549955253465,0.16872453254272715
OPT,12,Neopentane[0.49]&DimethylCarbonate[0.51],mixture,Neopentane,DimethylCarbonate,0.49,496.6026,3750298.0066243224,0.0891351885336059,7.798226582059701,0.9681997612782273
OPT,13,R236EA[0.50]&R11[0.50],mixture,R236EA,R11,0.5,441.775,4413818.060967155,0.11294997899881289,25.770370646354852,2.2401824227751095
OPT,14,1-Butene[0.49]&R142b[0.51],mixture,1-Butene,R142b,0.49,414.6847,4310595.210389692,0.09801634320661912,36.54892785395974,4.833065086702794
OPT,15,Acetone[0.50]&p-Xylene[0.50],mixture,Acetone,p-Xylene,0.5,571.6897512187501,4875767.988544527,0.0794353034439185,2.613672913348388,0.39734353549756163
OPT,16,EthylBenzene[0.49]&n-Pentane[0.51],mixture,EthylBenzene,n-Pentane,0.49,541.9358,3527008.9867834016,0.06881656477603766,2.6383439369447377,0.47461122845936793
OPT,17,SulfurDioxide[0.47]&p-Xylene[0.53],mixture,SulfurDioxide,p-Xylene,0.47000000000000003,528.96984,4161893.4911815175,-0.05,-1.0,-1.0
OPT,18,cis-2-Butene[0.49]&DiethylEther[0.51],mixture,cis-2-Butene,DiethylEther,0.49,451.5345,4149609.3057704167,0.11788442939417706,20.923764367555986,1.6455407205712729
OPT,19,n-Octane[0.49]&R21[0.51],mixture,n-Octane,R21,0.49,508.9374,3487132.817907818,0.04773074953038437,3.402491408428493,1.0909110276157281
OPT,20,EthyleneOxide[0.46]&Methanol[0.54],mixture,EthyleneOxide,Methanol,0.46,492.9284,12063321.500715015,0.11252173513477498,26.303487301931554,2.471959465911338
OPT,21,HeavyWater[0.49]&Benzene[0.51],mixture,HeavyWater,Benzene,0.49,602.11523,19532438.423276823,0.0732879605744619,9.060617199205103,2.3741366950121856
OPT,22,Acetone[0.49]&R40[0.51],mixture,Acetone,R40,0.49,461.28200000000004,5897243.967609625,0.09975142810289837,23.600598304122492,3.538742100478081
OPT,23,R236EA[0.49]&R40[0.51],mixture,R236EA,R40,0.49,414.4086,4603788.425325131,0.10571476405423758,41.64416586884995,4.133498181535382
OPT,24,R40[0.49]&EthyleneOxide[0.51],mixture,R40,EthyleneOxide,0.49,443.13620000000003,7631066.643677852,0.12310687325270275,42.20803939070772,4.281233610341452
OPT,25,SulfurDioxide[0.50]&cis-2-Butene[0.50],mixture,SulfurDioxide,cis-2-Butene,0.5,433.195,8866180.88647665,0.09148706269728152,42.94740250439702,8.098947416871999
OPT,26,SulfurDioxide[0.49]&Cyclopentane[0.51],mixture,SulfurDioxide,Cyclopentane,0.49,471.99080000000004,8206120.445096226,0.06337509726290873,22.41377304643849,7.089113012391119
OPT,27,trans-2-Butene[0.49]&Methanol[0.51],mixture,trans-2-Butene,Methanol,0.49,453.738962437009,5842938.95874757,0.10065714648254064,20.975357385767587,2.564170892775064
OPT,28,SulfurDioxide[0.49]&R21[0.51],mixture,SulfurDioxide,R21,0.49,441.26840000000004,7441626.495145119,0.1198474811527064,44.722474330564374,4.206122889594819
