phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar
INIT,1,n-Dodecane[0.49]&R245ca[0.51],mixture,n-Dodecane,R245ca,0.49,550.7297,2703899.791309375,-0.05,-1.0,-1.0
INIT,2,Methanol[0.48]&MethylOleate[0.52],mixture,Methanol,MethylOleate,0.48,653.0624,1375405.35995776,-0.05,-1.0,-1.0
INIT,3,DimethylCarbonate[0.47]&Neopentane[0.53],mixture,DimethylCarbonate,Neopentane,0.47000000000000003,491.6722,3687997.985801006,0.08644692621818688,9.221185262492382,1.2815390002498013
INIT,4,R245ca[0.50]&MDM[0.50],mixture,R245ca,MDM,0.5,506.46545000000003,2490600.3357998296,0.031439814203176625,1.9678199658137272,0.7212146001308261
INIT,5,R245ca[0.40]&MDM[0.60],mixture,R245ca,MDM,0.4,518.24454,2271539.7208358785,0.021632150718244224,1.5630414526688337,0.7461032208006498
INIT,6,MDM[0.30]&R245ca[0.70],mixture,MDM,R245ca,0.3,482.90727,2963846.5748447343,0.05495008272853287,3.4541913986460546,0.7487324808520405
INIT,7,R113[0.47]&DimethylCarbonate[0.53],mixture,R113,DimethylCarbonate,0.47000000000000003,524.1987,4741941.504901151,0.12198038025464478,7.194085443623147,0.3513490982363905
INIT,8,n-Hexane[0.49]&MDM[0.51],mixture,n-Hexane,MDM,0.49,537.165859,1908141.748867995,0.0736748864245625,1.4023807293963504,0.11162699680128162
OPT,9,Benzene[0.49]&R236EA[0.51],mixture,Benzene,R236EA,0.49,485.7342,4519945.690823414,0.09301031632982278,10.420205002630912,1.243392259533077
OPT,10,R142b[0.48]&Ethanol[0.52],mixture,R142b,Ethanol,0.48,464.5737398112817,4966700.628153643,-0.05,-1.0,-1.0
OPT,11,R1234ze(Z)[0.49]&Methanol[0.51],mixture,R1234ze(Z),Methanol,0.49,469.2260369025148,4978590.982326246,-0.05,-1.0,-1.0
OPT,12,R40[0.50]&Toluene[0.50],mixture,R40,Toluene,0.5,504.025,5132508.670750943,0.017877531526366446,5.218313442541786,3.7323440383846966
OPT,13,R21[0.50]&n-Butane[0.50],mixture,R21,n-Butane,0.5,438.3025,4764167.726147383,0.11290934539331325,29.092094185554956,3.1850323928433695
OPT,14,CycloHexane[0.50]&R114[0.50],mixture,CycloHexane,R114,0.5,486.21500000000003,3993253.64740838,0.08349263237313743,10.314921405375099,1.6323530122668595
OPT,15,D6[0.48]&Benzene[0.52],mixture,D6,Benzene,0.48,602.2248,1529741.5574974786,0.013799490644240298,0.113374058896442,0.06361758591466778
OPT,16,o-Xylene[0.49]&n-Heptane[0.51],mixture,o-Xylene,n-Heptane,0.49,584.6018985305307,3374228.5068567153,0.1134696311914239,1.5937571967778108,0.05735810318881859
OPT,17,m-Xylene[0.50]&Dichloroethane[0.50],mixture,m-Xylene,Dichloroethane,0.5,589.245,4427153.829557087,0.09987670558090363,1.2611043564439657,0.09591020141483039
OPT,18,R1233zd(E)[0.45]&cis-2-Butene[0.55],mixture,R1233zd(E),cis-2-Butene,0.45,437.4825000000001,4219338.621684033,0.1121188499408071,25.631159344982205,2.5531652067307657
OPT,19,n-Heptane[0.50]&R245fa[0.50],mixture,n-Heptane,R245fa,0.5,483.605,3501039.2090363926,0.08104223028302274,7.579802319302545,0.9473299917184875
OPT,20,o-Xylene[0.48]&Benzene[0.52],mixture,o-Xylene,Benzene,0.48,604.2686084085619,4736959.676537601,0.11511285736112699,1.8549832820105323,0.08051690647178562
OPT,21,n-Heptane[0.49]&p-Xylene[0.51],mixture,n-Heptane,p-Xylene,0.49,579.2368727557478,3260333.003614218,0.12727788190116143,1.8414535876431761,0.03963236703005553
OPT,22,Water[0.50]&p-Xylene[0.50],mixture,Water,p-Xylene,0.5,631.6320000000001,14489662.677045112,-0.05,-1.0,-1.0
OPT,23,Neopentane[0.49]&p-Xylene[0.51],mixture,Neopentane,p-Xylene,0.49,526.77828,3281978.2496681404,0.030650965330627857,2.4293459464845086,1.1755711465354428
OPT,24,Cyclopentane[0.49]&Benzene[0.51],mixture,Cyclopentane,Benzene,0.49,535.2152570308443,4838198.642483737,0.13205608203666214,6.554393563240286,0.3213520772811073
OPT,25,n-Nonane[0.49]&Benzene[0.51],mixture,n-Nonane,Benzene,0.49,615.7830794090676,4501133.746978862,0.09785416745390106,1.5398671907182762,0.09044815199722639
OPT,26,Dichloroethane[0.49]&HeavyWater[0.51],mixture,Dichloroethane,HeavyWater,0.49,603.5361842343007,8524894.312824076,-0.05,-1.0,-1.0
OPT,27,MethylLinolenate[0.50]&Water[0.50],mixture,MethylLinolenate,Water,0.5,723.048,5319676.004112466,-0.05,-1.0,-1.0
OPT,28,n-Decane[0.49]&Toluene[0.51],mixture,n-Decane,Toluene,0.49,656.8081206877469,4220664.862213827,0.03655084770296253,0.8614538414591804,0.3590156382540193
